Date,pe,pe,pb,pb,mom,mom,cfni,cfni,leve,leve,quick,quick
1995/1/31,0.137782989,-0.064146803,-0.177129942,-0.054467453,-0.28362384,-0.526337504,-0.239840599,0.098786903,0.032277006,0.251994794,-0.424329257,-0.403136949
1995/2/28,-0.046801882,-0.242750287,-0.104251325,0.072515751,-0.134311759,0.033236586,0.024698989,0.032235429,0.206662001,-0.034766504,0.278670313,0.272565894
1995/3/31,0.06624241,-0.122351501,0.157563702,-0.090291374,-0.327850792,-0.067815164,0.052492458,-0.058529898,-0.035178784,-0.188460105,0.305672711,0.306656202
1995/4/30,-0.245251132,-0.07493757,-0.17698744,-0.02351885,0.03914295,0.062753628,-0.123206762,-0.079728516,0.149984283,0.102084365,-0.105854478,0.103158054
1995/5/31,-0.106902781,-0.107081322,-0.187013482,0.154303805,0.127414092,-0.127106433,-0.065479279,-0.030869414,-0.026921061,0.041137958,-0.116116669,-0.075601891
1995/6/30,0.077003836,0.030164405,-0.018791916,0.096570027,0.01152566,-0.027931947,-0.02732917,-0.067575484,0.053566534,-0.170149114,0.050451897,0.167090178
1995/7/31,-0.070725577,-0.027377472,-0.034498695,0.167195126,0.003325029,-0.18257014,0.195280543,0.031278845,0.083666602,-0.02697184,-0.135425265,-0.132761757
1995/8/31,0.174141201,-0.001587872,0.029311161,0.130100908,0.237844962,-0.014381659,0.166577029,-0.075935753,-0.12764863,-0.118627501,0.154571552,0.387538743
1995/9/30,-0.02225677,-0.174900102,0.056146462,-0.100786376,-0.041635153,0.058312154,0.207753915,-0.11801154,-0.159382786,-0.033018385,-0.184913048,0.008961585
1995/10/31,-0.337473749,-0.010109178,0.122393033,-0.028436832,0.262855894,-0.066010048,0.069599576,-0.089476848,0.009319405,-0.040105337,-0.035789802,-0.004025957
1995/11/30,0.027559464,0.122473365,-0.133262427,0.02100261,-0.143325793,-0.083840563,-0.034125161,-0.237475035,0.098484916,0.069829786,0.00410645,-0.026456422
1995/12/31,0.079333569,-0.131615567,0.028761717,-0.187254265,0.080188441,0.019166507,0.196181844,0.01032667,0.06896669,0.135483332,-0.139078563,-0.103262391
1996/1/31,-0.044538215,0.047586889,0.035804311,0.184106736,0.022914929,-0.087749394,0.003945881,-0.109876688,0.04167089,0.079835625,0.272801137,0.033587277
1996/2/29,-0.184817067,-0.167387348,0.010168924,0.057894202,0.005770189,0.111773351,0.035617837,-0.016889626,-0.06971122,-0.159954724,0.186870533,0.062367974
1996/3/31,0.053346614,-0.069679392,0.022579922,-0.237526276,-0.012011825,0.141432255,-0.011309518,0.096825214,0.004985151,0.100587008,-0.041291984,-0.217534891
1996/4/30,0.154475836,-0.009113478,-0.074271322,-0.101345424,-0.202168438,-0.085941422,-0.029497829,0.234903597,0.00681173,-0.1196605,0.188669488,0.157392376
1996/5/31,-0.01700466,-0.01929129,0.092185574,0.089530582,-0.037838004,-0.215505457,-0.093489543,0.208813817,0.218722421,-0.028948538,-0.01736738,0.115030038
1996/6/30,-0.077984129,0.086763059,-0.126409142,0.219014774,0.081753042,-0.019919708,-0.117625875,-0.0859981,0.18174238,0.209656424,-0.109612995,-0.198468452
1996/7/31,0.043587227,0.154056324,0.113426501,-0.122495616,-0.056961007,-0.30411045,0.18726614,-0.042174917,0.1156771,0.03285618,-0.226200188,-0.040181109
1996/8/31,-0.068329372,-0.123099028,-0.120041236,0.146793777,0.073003662,0.166632164,0.153838203,0.098681481,0.034495856,-0.045881505,-0.072111286,0.134397692
1996/9/30,0.000807893,0.211066861,0.122716154,-0.038864934,-0.089214003,-0.234257208,-0.021822264,-0.044296736,-0.074369752,-0.113757436,-0.226838459,0.181465785
1996/10/31,-0.233742075,-0.056725653,-0.148809125,-0.069519049,0.048287058,-0.027561917,-0.020975474,-0.092542974,-0.013357035,0.050212264,0.031189337,0.056203694
1996/11/30,0.233667168,-0.125174904,0.132690719,-0.002998987,-0.140282377,-0.100585636,-0.149763846,0.192317878,-0.332875743,-0.046539034,0.121055594,0.208324009
1996/12/31,-0.073219,0.094837075,-0.018022688,0.037631573,0.182466083,0.079424749,-0.035944522,0.093126969,0.031629865,0.16767028,0.051378672,-0.081478582
1997/1/31,0.146965397,0.023348825,-0.090241523,0.113096917,-0.033858486,0.090238126,0.015012749,0.135937085,-0.110636578,-0.117452803,-0.02259277,0.375299522
1997/2/28,-0.095881287,-0.049871313,-0.044409245,0.023073574,0.091347692,-0.414949314,-0.004195425,-0.011946338,-0.180858006,0.152344918,0.035870787,-0.495109965
1997/3/31,0.043781471,-0.132308788,-0.079430713,-0.206546858,0.160060606,-0.043873712,0.049693906,-0.007882826,-0.13364643,-0.037348214,0.086271504,-0.049055579
1997/4/30,-0.278280282,-0.180492484,0.090031677,0.07347949,0.357145261,0.038083749,-0.010730316,0.073384924,0.033939456,0.083231967,0.03940977,-0.144388623
1997/5/31,-0.007235745,-0.119780126,-0.020158964,-0.026425952,-0.190771793,-0.14443919,-0.057602601,-0.000141871,-0.106950283,-0.164943848,0.045421467,0.274076561
1997/6/30,-0.1546302,-0.044804513,-0.030148269,0.059216316,0.092732762,0.043768885,-0.050880548,0.017318109,0.058541288,0.238772694,-0.127854262,-0.381370928
1997/7/31,-0.025028122,0.024351709,0.099872148,0.007304323,-0.051147328,-0.041323672,-0.080274105,-0.036441438,-0.085449832,-0.221065344,0.049347463,0.201641615
1997/8/31,0.110935674,0.01948454,-0.02807292,-0.080274266,-0.046269578,0.039825906,0.271273887,0.089698934,-0.018496918,0.005203457,0.324369405,0.097424783
1997/9/30,0.223208561,-0.380425935,-0.021921536,-0.269643391,0.052428494,-0.079271027,0.072120244,0.103688621,0.071939825,0.173714519,-0.045999179,-0.087080337
1997/10/31,-0.426724091,-0.064773474,0.079227882,0.077438862,-0.118900631,-0.105814624,0.022266648,0.05274451,0.132554832,0.150534752,-0.27068936,-0.175706522
1997/11/30,-0.301109285,0.010432306,0.133383957,0.09355639,-0.135221608,-0.150157249,-0.194498317,-0.155225288,0.130299827,0.093807019,-0.219911091,-0.351489432
1997/12/31,-0.269007029,-0.096257494,-0.041927269,-0.132870778,0.153387116,0.15580427,0.000735321,-0.168068378,0.087388976,0.122028187,-0.174729653,-0.185551691
1998/1/31,0.050941662,0.256732921,0.061553459,0.22704863,-0.066046178,-0.157648381,0.023490142,-0.076723898,0.037264027,-0.075922832,0.116222235,0.110369884
1998/2/28,-0.074063444,0.109117165,-0.132202396,0.002052149,0.020573535,-0.182214,0.04858177,0.073218778,-0.281806434,-0.145217895,0.483697776,0.102021111
1998/3/31,-0.001023289,-0.020432129,-0.043590284,0.092068883,-0.131797698,0.070328232,0.147521232,-0.087999235,0.224293279,0.175757429,0.003444441,-0.269385967
1998/4/30,0.003908344,-0.027812563,-0.027104368,-0.091357695,-0.200022355,-0.011150203,0.035049571,-0.059506533,-0.203927829,-0.25552778,0.00636922,0.254610553
1998/5/31,-0.241549706,0.113346249,0.247177765,0.148380022,0.400605426,0.388963335,-0.185898279,-0.012168663,0.091017653,0.044156655,-0.086880931,-0.336722815
1998/6/30,-0.006716725,0.323633623,-0.001932543,0.253499476,0.399302357,0.326109881,-0.078277097,-0.027450493,-0.183927079,0.050140091,0.145709603,-0.081556187
1998/7/31,-0.103985675,0.221473025,0.000973597,0.012870144,0.297868851,0.130089277,-0.072876711,0.037875173,-0.066591038,-0.018971426,0.13508836,-0.076951614
1998/8/31,-0.037553751,-0.015156995,0.165417684,0.096496075,0.016305979,0.066829061,-0.003991543,-0.101822271,-0.015541102,0.081998855,-0.083966746,-0.352509115
1998/9/30,0.187491694,0.046653114,-0.018440605,-0.049287019,-0.132175604,-0.098385293,0.173976518,0.301474299,-0.0734675,-0.113722669,0.195597271,0.265680421
1998/10/31,-0.043545518,-0.282803397,-0.001547937,-0.300286447,-0.169040853,-0.43438636,-0.207214536,-0.029712183,0.050948406,-0.088380681,0.079581146,0.293336097
1998/11/30,0.076324993,0.095791916,0.04276034,0.113179454,-0.011714759,0.041724315,-0.287129815,-0.243388762,-0.147126824,-0.045845266,-0.002511129,-0.122108834
1998/12/31,-0.153792538,0.250105111,0.12599203,0.071185632,0.506143845,0.523887596,-0.02753026,0.092497627,-0.136665823,-0.198744977,0.070871683,0.171713048
1999/1/31,0.083374748,0.245328451,0.000847382,0.196577386,-0.035577296,0.422293398,-0.20061496,0.288916808,-0.093582069,-0.199399805,0.135384813,0.375145434
1999/2/28,0.197960476,-0.033033545,-0.089928196,0.034934067,-0.261925362,-0.292353536,0.192612836,-0.273953466,-0.154050574,0.089742201,-0.144047832,-0.332947506
1999/3/31,0.082623871,0.182362245,-0.025653771,0.209051587,-0.125826094,0.006881587,0.355448845,-0.085179295,-0.104130096,0.008833088,0.223506986,0.061865377
1999/4/30,0.17409356,-0.46693357,-0.199653162,-0.385228521,-0.234861139,-0.454826178,0.14438718,-0.006532281,0.046510783,0.267724412,0.115808127,-0.120632877
1999/5/31,-0.237688409,0.039540262,0.137282602,-0.26802341,-0.038109502,-0.20624222,-0.14838731,0.008690647,0.126016773,-0.059023675,-0.106091082,0.105214551
1999/6/30,0.242022975,0.076493198,-0.023936023,0.438456553,0.452925154,0.259602515,0.126771346,-0.072717472,-0.133402644,-0.169752836,0.284176865,0.161344987
1999/7/31,0.063975853,0.154675345,0.152034663,0.135889338,0.172943296,0.167220644,-0.007492803,0.046552414,-0.15973724,-0.109504239,0.066396893,0.185596008
1999/8/31,0.282277479,0.121770692,0.070476951,0.170599048,-0.053216636,0.204701383,0.186733666,0.049661537,0.006592167,-0.129346677,0.180312986,0.213918686
1999/9/30,0.188956961,0.006217507,-0.046507688,0.178546429,0.015326183,0.118392402,0.312573981,-0.057687458,0.008732981,-0.105186684,0.072409112,0.142246681
1999/10/31,-0.049941192,0.124472139,0.208035982,0.178631892,0.113864797,0.084306176,0.025363504,0.076174507,-0.08013346,-0.214406158,-0.034191496,0.288487436
1999/11/30,-0.03395928,0.363537406,-0.022165023,0.188200244,0.131941152,0.530851958,-0.016325647,-0.079439057,-0.132671289,-0.375903784,0.156168763,0.377537579
1999/12/31,0.111728018,0.386219386,-0.179224512,0.053182544,-0.02761026,0.427355793,0.07312727,0.228798508,-0.278499791,-0.074350089,0.277494711,0.286953867
2000/1/31,-0.081503474,-0.080061779,-0.07622189,-0.07183971,0.13299318,-0.142182908,-0.050282146,-0.024998209,0.026598229,-0.024543893,0.156191709,0.035260855
2000/2/29,0.081344938,0.471301333,0.08796873,0.406497221,0.314499328,0.52288665,0.154528993,-0.135200254,-0.24439562,-0.242246333,0.368153034,0.397376924
2000/3/31,-0.088311958,-0.205324651,-0.071572359,-0.275929238,-0.452754669,-0.263452659,-0.001745409,0.112173459,0.093719549,0.016561513,-0.150039124,-0.119895892
2000/4/30,-0.084652637,-0.221470364,-0.053865089,-0.146380819,-0.369168884,-0.223650721,0.080888209,-0.041079184,0.177823323,0.088644083,-0.197542764,-0.141194688
2000/5/31,0.059561267,-0.22624248,0.070598374,-0.254253774,-0.334997619,-0.342041742,-0.023374508,0.168182871,0.143921762,0.14813293,-0.453368122,-0.038441727
2000/6/30,0.038768868,0.530759175,0.096573035,0.515597804,0.199415539,0.301902507,0.065986212,-0.121008769,-0.167332101,-0.300093039,0.3383737,0.411967489
2000/7/31,-0.2068506,-0.112493861,-0.130885394,-0.178789113,-0.107021519,-0.001400743,0.216723682,-0.246249922,0.076854348,0.175706021,-0.141241691,-0.191696426
2000/8/31,0.058356061,0.110795462,-0.129281451,0.052418471,0.139577185,0.160869557,0.019522329,0.117464068,-0.239004451,-0.058552643,0.327818814,0.191444086
2000/9/30,0.029168693,-0.025181282,0.073904866,-0.070744913,0.330867757,0.154632701,0.006492315,-0.14929033,0.279072532,0.242425344,-0.412415879,-0.217768332
2000/10/31,-0.070401709,-0.28186755,0.045953164,-0.357335478,0.154776419,-0.074417876,-0.048187177,0.073239099,0.00424342,0.075597315,-0.315498808,-0.370678879
2000/11/30,-0.003888099,-0.495635722,0.14500571,-0.483489268,0.307160705,-0.003953217,-0.070911241,-0.046142031,0.01110933,0.288889341,-0.290972041,-0.402585906
2000/12/31,-0.028018263,-0.079543719,-0.08947234,-0.07136172,-0.094884946,0.217722665,-0.035746675,0.048644133,-0.059116413,0.262992514,0.062527571,0.002562264
2001/1/31,0.007307459,-0.137219913,-0.050762936,-0.128563928,-0.629580935,-0.562364787,-0.025824333,0.049835884,0.004941909,-0.200557386,0.248489253,0.187674048
2001/2/28,0.012694818,-0.612889682,0.012333705,-0.478448302,0.450375078,0.524720109,0.050428063,0.036249252,0.087812552,0.36496071,-0.320863753,-0.608491308
2001/3/31,-0.003182463,-0.430917745,-0.097861569,-0.361564608,-0.068492659,0.522047533,-0.084271566,-0.112575399,0.017311932,0.146680038,-0.014072516,-0.501974287
2001/4/30,-0.025533943,0.007196573,-0.164942383,0.097152302,-0.250130416,-0.492194128,0.092631774,-0.032462007,-0.111312662,-0.263335383,0.29213778,0.46202132
2001/5/31,-0.112287094,0.00363057,-0.051102414,-0.133353348,0.131655377,0.271782854,-0.00609145,-0.076003625,0.103280738,0.121678235,-0.242384687,-0.253324936
2001/6/30,0.032464902,0.144284078,0.041979267,-0.071769294,0.142235153,0.07526909,0.090119588,-0.047963416,-0.018166816,0.07343009,0.10189394,-0.025837693
2001/7/31,-0.128618696,0.021998748,0.038823916,-0.124293166,-0.152828651,0.241269808,0.127999246,-0.01439551,0.235752457,0.165739223,-0.078027104,-0.381876086
2001/8/31,0.055571277,-0.002975165,0.055893163,-0.105145422,0.212175123,0.523080188,-0.076921918,0.044754131,0.206435237,0.105779101,-0.02864604,-0.21710275
2001/9/30,0.004471639,-0.048843167,0.136386229,0.077590031,0.230624033,0.347481632,-0.028064112,-0.25401764,0.297945876,0.055348653,-0.263119886,-0.217606619
2001/10/31,-0.008449241,0.00284525,-0.081359202,-0.055482519,-0.411756931,-0.217927644,0.014285136,0.275201304,-0.29923369,-0.243335179,0.287848237,0.441816353
2001/11/30,0.015740882,0.081064631,-0.039605749,0.150458393,-0.526881186,-0.256334103,0.12232314,0.105734018,-0.243891622,-0.166867047,0.123860343,0.298622309
2001/12/31,-0.034573703,-0.003126455,-0.028972534,-0.123979928,0.035133677,-0.108195212,-0.074335808,-0.041524234,0.026348214,0.084490826,0.106273892,-0.0478465
2002/1/31,0.076512588,-0.095242475,-0.027984682,0.107409098,0.147504507,0.106037512,0.078447525,-0.048633536,0.055689336,-0.133518296,-0.089126653,-0.022885352
2002/2/28,-0.079590823,-0.172810942,0.050236506,-0.084546316,-0.070326878,0.257863077,0.013387198,-0.160714242,0.045548675,0.079587593,-0.275012839,-0.285887663
2002/3/31,0.114255896,-0.059710917,-0.08081233,-0.179959063,-0.236889267,-0.428248578,-0.110247455,0.122401971,-0.056739899,-0.039027238,0.263254914,0.074323306
2002/4/30,-0.249334731,-0.175993555,0.008607184,-0.075651267,0.224310078,0.132719415,-0.063231424,-0.076370846,0.099302138,0.183948514,-0.270033419,-0.298445997
2002/5/31,0.046683011,0.033569223,0.075904778,0.007820762,0.121862368,0.029496574,-0.044438829,0.112607685,0.044764345,0.090241269,-0.087209596,-0.166268808
2002/6/30,-0.181958938,-0.120558256,0.072754811,-0.07407565,0.438947194,0.218170887,-0.03388855,-0.082653204,0.149196912,-0.067610309,-0.340546744,-0.227554997
2002/7/31,0.038876194,-0.016245316,0.10492543,0.342521213,0.241264058,0.043284338,-0.032628974,0.046057138,-0.009476744,-0.061889806,0.049688398,0.129779241
2002/8/31,-0.128754277,0.111214759,0.06502912,-0.112231874,-0.034692408,-0.088180753,0.072190481,-0.059137734,0.075530379,0.387184109,-0.048191904,-0.170888542
2002/9/30,-0.223215165,-0.065058101,0.127386529,0.219093351,0.546783704,0.446451179,0.018634426,-0.254030942,0.116942267,-0.027415376,-0.210635416,-0.363774278
2002/10/31,0.284855277,0.113592323,-0.075152808,0.200403529,-0.185032785,-0.219324422,0.089878623,-0.078042632,-0.289883592,-0.072354984,0.402287338,0.346422795
2002/11/30,0.053839857,0.278529469,0.013522761,-0.208502752,-0.616916935,-0.607437723,0.01456397,0.312382072,-0.043531773,-0.076285151,0.338306093,0.390115489
2002/12/31,-0.052880525,-0.303418057,0.041240786,-0.041983599,0.226354995,0.15665494,0.025264093,-0.202280954,0.241657316,0.263562582,-0.312647179,-0.301861753
2003/1/31,-0.03127195,0.029207794,0.036781686,0.046994291,0.072893964,0.187274696,0.106688855,0.007840693,0.028602017,-0.132160899,0.069529977,0.129114773
2003/2/28,-0.135001467,0.13669391,-0.050961371,0.05208071,0.326103813,-0.039051952,-0.074692394,-0.031877961,-0.040967949,-0.175095308,0.051158596,0.255342274
2003/3/31,-0.006159579,0.008296674,0.010291574,0.175781562,-0.023977547,0.079927991,-0.087054087,0.030944909,0.183282758,-0.039868441,-0.134241266,-0.064103069
2003/4/30,0.010583117,0.051592797,-0.047473259,-0.102253576,-0.218631757,0.237770305,0.063019575,0.029931211,-0.11462002,-0.113827389,0.123275334,0.122414777
2003/5/31,0.216656375,-0.165174157,-0.075247895,-0.300503476,0.00797603,0.212601185,0.177648526,0.10659352,-0.105478298,-0.009823571,0.076212157,0.092113555
2003/6/30,-0.265463681,0.053928578,-0.096588945,-0.060650575,-0.030972642,-0.227100044,0.080034853,-0.153370219,-0.095328915,-0.00802745,0.129754997,-0.191687534
2003/7/31,0.16544254,0.247687347,-0.051981616,0.018460698,0.078473443,-0.299047489,-0.195460328,0.066828588,-0.222164596,-0.094093029,-0.010636613,0.093465442
2003/8/31,0.003714173,0.060127384,-0.143046052,0.011001682,-0.002492901,0.270893715,-0.090826546,0.115325043,-0.144787675,-0.060483367,0.113715929,0.139568103
2003/9/30,0.04884793,0.011311549,0.090406455,0.054127559,-0.157743363,0.005369558,-0.210090541,0.084934803,0.081133532,0.244456134,-0.2770548,-0.018986088
2003/10/31,0.146443882,0.114131327,-0.167702815,0.052328595,0.140156653,0.127739612,0.036202296,0.067633955,-0.062806598,-0.097884136,0.243021105,0.06459625
